"Data","n","p","Experiment","Run","Correlation","MAE","RMSE","LMP","R2","Count_P","Time","First","Second","Third","FirstM","SecondM","ThirdM"
"_deprecated_195_auto_price",159,16,"S2",3,0.802206041401266,0.0663502240132891,0.113230980394255,131.079488517994,0.634687269127083,8,420.821999999986,"x12","x2","x3",0.993626938154125,0.990335434038334,0.935932830381789
"_deprecated_207_autoPrice",159,16,"S2",3,0.784715230465637,0.0665023844088726,0.117337075570211,131.633051401351,0.607712208982949,8,419.455000000016,"x2","x3*x7","x7",0.999965550635216,0.999611502934652,0.954036805091073
"1027_ESL",488,5,"S2",3,0.941167335936303,0.0494748342108977,0.0615803176657232,458.643883319039,0.885589038459122,7,714.199000000022,"x3","x2","x4*x1",1,0.999999998197707,0.850562603322662
"1028_SWD",1000,11,"S2",3,0.503893064951892,0.178450343287802,0.223091724342357,94.9367243068204,0.174390911648797,12,1197.02599999995,"x10","x9","x8",0.999999999993057,0.999998849704006,0.884424241274356
"1029_LEV",1000,5,"S2",3,0.783123324612173,0.120529295730457,0.152558945529281,299.525695639415,0.603207994731891,4,1138.788,"x1","x2","x3",1,1,1
"1030_ERA",1000,5,"S2",3,0.622626227300741,0.162445060135769,0.202229351595624,152.747311031832,0.385990591736686,4,1143.73799999995,"x1","x2","x3",1,1,0.999999998078009
"1089_USCrime",47,14,"S2",3,0.738365889600816,0.133015223663404,0.150086660299822,30.2522473618741,0.520408344435199,11,367.005000000005,"x13","x3","x6",0.999739754908077,0.990971122371715,0.810247588611827
"1096_FacultySalaries",50,5,"S2",3,0.89485582286411,0.0758870356353629,0.0876386406207798,38.2661671714231,0.691940651139094,4,362.684999999998,"x2","x4","x3",0.808490390252795,0.737528794600673,0.39361660447479
"1199_BNG_echoMonths",17496,10,"S2",3,0.669858368656479,0.11574102261994,0.147440121924264,6257.48441097481,0.448469016544693,7,15356.334,"x3","x8","x9",1,1,1
"192_vineyard",52,3,"S2",3,0.626318889439647,0.0734941657663327,0.0969532909520971,26.7991996637175,0.291357989781109,4,282.48000000004,"troot(x1)","x2","x2",0.971051282910323,0.427382249132782,0.427382249132782
"197_cpu_act",8192,22,"S2",3,0.729880193041868,1.94597276929405,2.10260524150837,13627.6040838483,-121.823180799471,17,7218.28100000002,"x17","x21","p2(troot(x9))",1,1,1
"201_pol",15000,49,"S2",3,0.896922403746775,0.141253681928656,0.187499262178258,2942.00801265459,0.801183953224121,49,27793.398,"cos_deg(x5)*sin_deg(troot(x9*(x6*x1)))","troot(cos_deg(x6))","p2(x5*x5)",1,1,1
